,Brand,Category,Gender,Name,Image URL,Price
15,Ralph_Lauren,Polos,Men,Custom Slim Fit Big Pony Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210217/22B203B6E5DFA316D9715E688F0C25E9.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
16,Ralph_Lauren,Polos,Men,Classic Fit Striped Jersey Rugby Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201120/176C625D64FFEEFA9738A0D2B2E4911B.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
17,Ralph_Lauren,Polos,Men,Classic Fit Striped Jersey Rugby Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201120/0924F5E9F98F003DCBEBF26630CC934D.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
18,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/F2B127AE7ED309F3B3EFBAD1584582A2.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
19,Ralph_Lauren,Polos,Men,Custom Slim Fit Dip-Dyed Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210301/6D00F47AAAC845C4049169CFE1B728B5.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
20,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210316/00607D617495BD8CCE3B5E4321CC4607.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
21,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210401/7CF359E64ECC4B71E2550BF667EDD245.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
22,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210316/A6D708F701DD0EE73CB37FC0E9963B0E.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
23,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210316/C8FDE3AE179857172C7DAF47EA748DDB.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
24,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210316/B2063D81C070CCD41CB1F8DEFDF9D318.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
25,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210316/83ECD4AE6AD6805F55ADDF4713B8FE44.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
26,Ralph_Lauren,Polos,Men,The Iconic Rugby Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210303/F64DA90462493994D8872E15A26FD3A3.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
27,Ralph_Lauren,Polos,Men,The Earth Polo,"https://uxawscdn.baozun.com/aws/96001096/20210303/0296A1168DA9200CD8D3A4D5A8D03FCA.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
28,Ralph_Lauren,Polos,Men,Classic Fit Polo Sport Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210302/5AD9045460A5519767CC23AC6C7D06A9_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1390
29,Ralph_Lauren,Polos,Men,Custom Slim Fit Crest Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210301/42F8C8E108569E7A015ACF6888E49086.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
30,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210301/7B304AF9A494CF1F305E6BECBE0FDA0C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
31,Ralph_Lauren,Polos,Men,Classic Fit Sailboat Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210301/61030A4B057626DFD6C71C3F7BBA16C5.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
32,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210301/7ACD15153C01F6E1313020A4D922BEED.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
33,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210301/C230C067AB2B1E62CAD6D13A407AE6E7.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
34,Ralph_Lauren,Polos,Men,The Iconic Rugby Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210301/87BF3B44F86DDDB6907C0B4BE6BD7567.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
35,Ralph_Lauren,Polos,Men,The RL Fleece Rugby,"https://uxawscdn.baozun.com/aws/96001096/20210225/DB140C8A038ED1EC0E43E907BE5E6341.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
36,Ralph_Lauren,Polos,Men,The RL Fleece Rugby,"https://uxawscdn.baozun.com/aws/96001096/20210225/14AB3A86F53D223C6236C72A7F37AEA2.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
37,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/820A1E96024DDBE271D70FE387030688_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1190
38,Ralph_Lauren,Polos,Men,Custom Slim Stretch Birdseye Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201207/16DFB8EE6F62DE503FAD5DACA82CFBE9_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1690
39,Ralph_Lauren,Polos,Men,Classic Fit Polo Sport Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210219/387E9582AB7F5F028436C40175868EDB.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
40,Ralph_Lauren,Polos,Men,Custom Slim Stretch Birdseye Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210219/E732A6529F697922CA892064680A7541.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
41,Ralph_Lauren,Polos,Men,Custom Slim Stretch Birdseye Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210219/0AB828D630AC8E60C2DD8FC4A556DC76.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
42,Ralph_Lauren,Polos,Men,Custom Slim Stretch Birdseye Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210219/3A65E74B3C380B1A807BC9455083BDEA.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
43,Ralph_Lauren,Polos,Men,Custom Slim Stretch Birdseye Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210219/975952963EB6048ACA8D50C63728E36C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
44,Ralph_Lauren,Polos,Men,Custom Slim Fit Stretch Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210219/44ACDD5FECA13F77E526C23166873E6C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
45,Ralph_Lauren,Polos,Men,Classic Fit Polo Sport Rugby Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210219/901B35863B12916FD44AEB85EFEC93CD.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
46,Ralph_Lauren,Polos,Men,Classic Fit Polo Sport Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210219/11BD64759BF1105D8B649FEDD66084C6_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1390
47,Ralph_Lauren,Polos,Men,Custom Slim Fit Spa Terry Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210409/327FD51E824C2762B56D53EE57ADB23A.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
48,Ralph_Lauren,Polos,Men,The Luxe Knit Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210208/BF6EAA7280E5D3687F77F5B2481793F0.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
49,Ralph_Lauren,Polos,Men,Custom Slim Stretch Birdseye Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210208/AB4B9A2A03F4C058CB33D8AFAB73B978.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
50,Ralph_Lauren,Polos,Men,The Luxe Knit Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210208/44E1D29022EE98C4A3551D315AA05FB0.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
51,Ralph_Lauren,Polos,Men,The Luxe Knit Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210208/AB1EFBF7FC84FDDAEBBDF39E487CD15C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
52,Ralph_Lauren,Polos,Men,Custom Slim Fit Stretch Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210208/70A93FCB0CBDF22E8B0909B1043397BC.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
53,Ralph_Lauren,Polos,Men,Custom Slim Fit Soft Cotton Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/41083BE560E4BEC12A92FC351D13F0D6.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
54,Ralph_Lauren,Polos,Men,Custom Slim Fit Soft Cotton Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210217/BCCF8559A29C984FE1197FCDCFD385B9.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
55,Ralph_Lauren,Polos,Men,Custom Slim Fit Soft Cotton Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/3B10A6ADC782A5614A02135B537C8E45.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
56,Ralph_Lauren,Polos,Men,Custom Slim Fit Soft Cotton Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/049CDB823BE45D32854D7F7758C85ED1.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
57,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/A6CEB33F738204C617F4EC1408649A5C_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1190
58,Ralph_Lauren,Polos,Men,Custom Slim Fit Polo Bear Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210126/5D8C34D0B503D6CB3DAA868F3AE4CE2C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
59,Ralph_Lauren,Polos,Men,Custom Slim Fit Big Pony Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210111/806180212FE5143B42B42E2509777CA4.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
60,Ralph_Lauren,Polos,Men,Custom Slim Fit Big Pony Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210126/13567F7822167412E519EB4B2C7158F2.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
61,Ralph_Lauren,Polos,Men,Custom Slim Fit Triple-Pony Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210111/26D3517006B149124CA89960BB0F3F32.png?x-oss-process=image/resize,m_fill,h_492,w_392",1790
62,Ralph_Lauren,Polos,Men,Custom Slim Fit Striped Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210202/D076878F09EC263050BCAD3D0884BD5E.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
63,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210126/ECBBD58067E8EFCDDFD31EE1D80F7F17.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
64,Ralph_Lauren,Polos,Men,Custom Slim Fit Striped Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210217/4BDB853D776C7CB0E317CDD2F107AE93.png?x-oss-process=image/resize,m_fill,h_492,w_392",1290
65,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210217/F3B13D0F3CD316AE61FCFDA2B631DA63.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
66,Ralph_Lauren,Polos,Men,Custom Slim Fit Stretch Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/382D5532915EF16C583C8804FBDA0EC6.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
67,Ralph_Lauren,Polos,Men,The Earth Polo,"https://uxawscdn.baozun.com/aws/96001096/20210126/A836D94CAE8AD5D506AEE874333CBE53.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
68,Ralph_Lauren,Polos,Men,The Earth Polo,"https://uxawscdn.baozun.com/aws/96001096/20210202/671E4112F313082AB4E507D6BFA1CE4E.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
69,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/DFBB5BCBF0DA9AD335A29828C0B86C0F.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
70,Ralph_Lauren,Polos,Men,Custom Slim Fit Triple-Pony Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210126/3AF53D1B8BCD96512408D3445FD1AF53.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
71,Ralph_Lauren,Polos,Men,Custom Slim Fit Big Pony Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210126/B736D6A93067A8D227466104C9C20013.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
72,Ralph_Lauren,Polos,Men,The Earth Polo,"https://uxawscdn.baozun.com/aws/96001096/20210126/1CA5D8D7C87759B456A9BFA46AD53E57.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
73,Ralph_Lauren,Polos,Men,Custom Slim Fit Striped Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210126/172CAAE51E7E4D460AD29B4B5EE9F4AB.png?x-oss-process=image/resize,m_fill,h_492,w_392",1290
74,Ralph_Lauren,Polos,Men,Custom Slim Fit Big Pony Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210202/A5480C21DEFEAD799EF759FFF4B3985E_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1590
75,Ralph_Lauren,Polos,Men,Custom Slim Fit Soft Cotton Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/8419724269C678F0B9361072DD882C36.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
76,Ralph_Lauren,Polos,Men,Custom Slim Fit Striped Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210202/FF341EC697B0FB9DC74D3F6AA948570F_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1590
77,Ralph_Lauren,Polos,Men,Custom Slim Fit Swimmer Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/83407B4370E9C524203005CA95A2722F.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
78,Ralph_Lauren,Polos,Men,The Earth Polo,"https://uxawscdn.baozun.com/aws/96001096/20210106/464FC27755F3D587A5FA108F40A50A04.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
79,Ralph_Lauren,Polos,Men,Custom Slim Fit Triple-Pony Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210111/BA4ACE6375609C1C61DE2BF56D5154EC.png?x-oss-process=image/resize,m_fill,h_492,w_392",1790
80,Ralph_Lauren,Polos,Men,Custom Slim Fit Stretch Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/7D67C95D2A534246B1EC33EBA5004103_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1690
81,Ralph_Lauren,Polos,Men,Custom Slim Fit Polo Bear Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/7EDFE4D70627EE80F44CC60A5EF5984D.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
82,Ralph_Lauren,Polos,Men,Custom Slim Fit Soft Cotton Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/DE5983444477CC92A7C42030742C1C3A_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1390
83,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210118/865CFAB85A6085616610B8C9599AD72F.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
84,Ralph_Lauren,Polos,Men,Custom Slim Fit Striped Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210202/E2D5D4FE18AA918386CB4877CDACF578.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
85,Ralph_Lauren,Polos,Men,Custom Slim Fit Stretch Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/C6AD87F128D4A0EF08C0428F43E49A7F.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
86,Ralph_Lauren,Polos,Men,Custom Slim Fit Soft Cotton Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/0AA2DDC137BA8829C98F0A1E4F8A8831.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
87,Ralph_Lauren,Polos,Men,The Earth Polo,"https://uxawscdn.baozun.com/aws/96001096/20210111/7D230B3FBB869790AAB8742C1256B85C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
88,Ralph_Lauren,Polos,Men,Classic Fit Mesh Graphic Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210120/C2FFD4B34DCD9ADB882FBAADC3E612EA.png?x-oss-process=image/resize,m_fill,h_492,w_392",1690
89,Ralph_Lauren,Polos,Men,Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/CB8A496B062059273AFE8F8812C10A09.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
90,Ralph_Lauren,Polos,Men,Custom Slim Fit Polo Bear Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/1F04BD0556246C9FC6F60A63D1A0954E.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
91,Ralph_Lauren,Polos,Men,Custom Slim Fit Triple-Pony Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/32A5C954142F2C9150DFD29FFD5DD799.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
92,Ralph_Lauren,Polos,Men,Pink Pony Custom Slim Fit Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201030/F9DF1A36DFA6B30640BDE21C6250F618.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
93,Ralph_Lauren,Polos,Men,Pink Pony Custom Slim Fit Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201030/42571BB3C6257C0DB4C0AC7A08760516.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
94,Ralph_Lauren,Polos,Men,Classic Fit Mesh Letterman Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201120/7EADE7B6763CD25D6ECAD6A86A7ADE1D.png?x-oss-process=image/resize,m_fill,h_492,w_392",1990
95,Ralph_Lauren,Polos,Men,Lunar New Year Custom Slim Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201207/4D6E47F96C12BE56AC130B69FEDB1B57_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1990
96,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/2077643AAC336699057CFA0040F79742.png?x-oss-process=image/resize,m_fill,h_492,w_392",1290
97,Ralph_Lauren,Polos,Men,Custom Slim Fit Triple-Pony Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201130/B81BA6B7EB739CC762857BEB12BB34AC.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
98,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201120/7D6285120C33C478CEAF063371DBF8DD.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
99,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/26DCB95473D4C923451FEA2CF737B54C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
100,Ralph_Lauren,Polos,Men,Custom Slim Fit Triple-Pony Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/E15C2C77EEE235ECA29DAF4B7F06F04F.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
101,Ralph_Lauren,Polos,Men,Custom Slim Fit Striped Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/10F01BE55EBA920DE2A988D2B91D206F.png?x-oss-process=image/resize,m_fill,h_492,w_392",1290
102,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/5507917B25331DCCFDF9F00E1D9605DB.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
103,Ralph_Lauren,Polos,Men,Classic Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201120/03B5A1099F2F04672929EFBBC638FBA2.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
104,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/14FB0898EC22338C677213ADCB3BB37C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1290
105,Ralph_Lauren,Polos,Men,Lunar New Year Custom Slim Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201207/BEEEED1A5115CE458BDD75D39F6F0258_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1490
106,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210106/FDABBB9174311B7C886F1D56CBD599D5.png?x-oss-process=image/resize,m_fill,h_492,w_392",1290
107,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201214/698E0250012452EDBDCB90F4CDF613EA.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
108,Ralph_Lauren,Polos,Men,Custom Slim Fit Triple-Pony Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201214/17022F838ED943D26AFD5A55F7E075E2.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
109,Ralph_Lauren,Polos,Men,Custom Slim Fit Mesh Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201214/FC1C34C4FB741F9C34B45A899CC70067.png?x-oss-process=image/resize,m_fill,h_492,w_392",1590
110,Ralph_Lauren,Polos,Men,Lunar New Year Custom Slim Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210217/EF5E81B268EE3D8C17573C2F4FC15A07.png?x-oss-process=image/resize,m_fill,h_492,w_392",1490
111,Ralph_Lauren,Polos,Men,Pink Pony Custom Slim Fit Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201030/469EADF4F18F83E19B798B9EE0A59EFD.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
112,Ralph_Lauren,Polos,Men,Custom Slim Fit Triple-Pony Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201221/B74ED7BD8D566E1C42FAA7D11CB7AD91.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
113,Ralph_Lauren,Polos,Men,Pink Pony Custom Slim Fit Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201030/5307A5E60D0073109C9B80CDFB2AF44C.png?x-oss-process=image/resize,m_fill,h_492,w_392",1190
114,Ralph_Lauren,Polos,Men,The Earth Polo,"https://uxawscdn.baozun.com/aws/96001096/20210106/0100DFEEC5E389D879A62F24FC5C63B2.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
115,Ralph_Lauren,Polos,Men,The Earth Polo,"https://uxawscdn.baozun.com/aws/96001096/20210106/D50E612536DCE41CE3135B042840584A.png?x-oss-process=image/resize,m_fill,h_492,w_392",1390
