User_ID,ID,Brand,Category,Gender,Name,Image URL,Price,Customer_Cluster,Shop_Cluster
1,,Ralph_Lauren,Jumpers,Mens,Lunar New Year Polo Bear Sweater,"https://uxawscdn.baozun.com/aws/96001096/20201120/257FBE83E7989ABC8B41767D392AB2A2.png?x-oss-process=image/resize,m_fill,h_492,w_392",3990,3,1
1,,Ralph_Lauren,Polos,Mens,Custom Slim Fit Pique Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210120/95114BEEE15E9CC4DD06FF62C2808FA4.png?x-oss-process=image/resize,m_fill,h_492,w_392",3800,3,1
1,,Ralph_Lauren,Shorts,Mens,5.75-Inch Monaco Straight Fit Swim Trunk,"https://uxawscdn.baozun.com/aws/96001096/20210208/C90B20420208C624D5A0BAEB7946D1D7_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",890,3,1
1,,Ralph_Lauren,T-Shirts,Mens,Indigo Cotton Crewneck T-Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210108/356D1A060355E44ADEAF5EA216432AEE_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",890,3,1
2,1.0,Adidas,Jackets & Coats,Mens,ADIDAS SPORTSWEAR GRID PATTERN WOVEN TRACK TOP,http://img.adidas.com.hk/resources/2021/3/30/16170934216268858_230X230.JPG,549,4,1
2,80.0,Adidas,Jumpers,Mens,NINJA HOODIE,http://img.adidas.com.hk/resources/2020/11/17/16055782901153242_230X230.jpg,1199,4,1
2,36.0,Adidas,Polos,Mens,ADIPURE PREMIUM ENGINEERED POLO SHIRT,http://img.adidas.com.hk/resources/2020/8/27/15985287464382728_230X230.jpg,780,4,1
2,58.0,Adidas,Shorts,Mens,MANCHESTER UNITED 20/21 HOME SHORTS,http://img.adidas.com.hk/resources/2020/8/5/15966065774688824_230X230.jpg,369,4,1
2,102.0,Adidas,Trousers,Mens,HEATHERED PANTS,http://img.adidas.com.hk/resources/2020/8/27/15985285838904504_230X230.jpg,780,4,1
2,120.0,Adidas,T-Shirts,Mens,FAVORITES 3-STRIPES GRAPHIC TEE,http://img.adidas.com.hk/resources/2021/2/25/16142512893321645_230X230.jpg,199,4,1
2,14.0,CalvinKleinMen,Jackets & Coats,Mens,reversible all over print bomber jacket ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwbeca08ec/images/hi-res/J317852-CJS/J317852-CJS-ITEM-1.jpg?sw=730,,4,1
2,26.0,CalvinKleinMen,Jackets & Coats,Mens,reversible ottoman jacket ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw052c4fa8/images/hi-res/J312519-414/J312519-414-ITEM-1.jpg?sw=730,498,4,1
2,32.0,CalvinKleinMen,Jackets & Coats,Mens,chinese new year capsule reversible bomber jacket ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwadc6ea48/images/hi-res/J317002-BEH/J317002-BEH-ITEM-1.jpg?sw=730,,4,1
2,14.0,CalvinKleinMen,Jumpers,Mens,mercerized cotton terry sweatshirt ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw4df4e2aa/images/hi-res/M90377C239C-001/M90377C239C-001-ITEM-1.jpg?sw=730,,4,1
2,6.0,CalvinKleinMen,Shirts,Mens,organic cotton all over logo shirt ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwcea57691/images/hi-res/J317433-CHW/J317433-CHW-ITEM-1.jpg?sw=730,890,4,1
2,23.0,CalvinKleinMen,Trousers,Mens,oxidized side panel sweatpants ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwc6492b91/images/hi-res/M90323PS178C-001/M90323PS178C-001-ITEM-1.jpg?sw=730,,4,1
2,8.0,CalvinKleinMen,T-Shirts,Mens,organic cotton triangle monogram tee ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwe4a26c48/images/hi-res/J318146-SFX/J318146-SFX-ITEM-1.jpg?sw=730,390,4,1
2,4.0,CalvinKleinPerformance,Jackets & Coats,Mens,reflection detachable hooded jacket ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw4380cdb5/images/hi-res/4MS1O665-007/4MS1O665-007-ITEM-1.jpg?sw=730,,4,1
2,2.0,CalvinKleinPerformance,Jumpers,Mens,active icon hooded vest ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw702e078e/images/hi-res/4MT1J429-406/4MT1J429-406-ITEM-1.jpg?sw=730,690,4,1
2,19.0,CalvinKleinPerformance,Shorts,Mens,color block sweat pants ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwf1c71431/images/hi-res/4MF0P629-007/4MF0P629-007-ITEM-1.jpg?sw=730,395,4,1
2,5.0,CalvinKleinPerformance,T-Shirts,Mens,reflective logo graphic tee ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw04fdcbd4/images/hi-res/4MS1K252-100/4MS1K252-100-ITEM-1.jpg?sw=730,390,4,1
2,4.0,Muji,Jackets & Coats,Mens,Men's Water Repellent Padded Stand Fall Collar Coat,http://img.muji.net/img/item/4550182978162_180.jpg,,4,1
2,4.0,Muji,Jumpers,Mens,Men's Organic Cotton Uneven Yarn Crew Neck Sweater,http://img.muji.net/img/item/4550182721850_180.jpg,,4,1
2,10.0,Muji,Shirts,Mens,Men's Organic Cotton Non-Iron Stripe Shirt,http://img.muji.net/img/item/4550182974393_180.jpg,,4,1
2,30.0,Muji,Trousers,Mens,Men's 4-Way Stretch Pants,http://img.muji.net/img/item/4550344513521_180.jpg,,4,1
2,15.0,Nike,Jackets & Coats,Mens,Men's Jacket,https://static.nike.com.hk/resources/product/DC4113-441/DC4113-441_M1.png,699,4,1
2,29.0,Nike,Jackets & Coats,Mens,Insulated Men's Top,https://static.nike.com.hk/resources/product/DC1085-101/DC1085-101_M1.png,,4,1
2,30.0,Nike,Jackets & Coats,Mens,Men's Jacket,https://static.nike.com.hk/resources/product/CV3488-219/CV3488-219_M1.png,,4,1
2,36.0,Nike,Jumpers,Mens,Men's Skate Hoodie,https://static.nike.com.hk/resources/product/DD2094-050/DD2094-050_M1.png,499,4,1
2,17.0,Nike,Shorts,Mens,Men's Shorts,https://static.nike.com.hk/resources/product/CV3155-234/CV3155-234_M1.png,599,4,1
2,8.0,Nike,Trousers,Mens,Men's Woven Pants,https://static.nike.com.hk/resources/product/CZ9820-320/CZ9820-320_M1.png,499,4,1
2,4.0,Nike,T-Shirts,Mens,Men's T-Shirt,https://static.nike.com.hk/resources/product/DA0940-133/DA0940-133_M1.png,299,4,1
2,47.0,Fred Perry,Polos,Mens,Leuchtendes Poloshirt,https://d30l99xc13l2t1.cloudfront.net/media/catalog/product/cache/19a90c2ed26ef1a0b4429e9086951c4f/M/1/M102_E75_1.JPG,£70,4,1
2,183.0,Saint Laurent,Jackets & Coats,Mens,short jacket in sheepskin with shearling,https://saint-laurent.dam.kering.com/m/636ff4f94819384a/Thumbnail-635825YC2AA1000_A.jpg?v=4,43000,4,1
2,23.0,Uniqlo,Jackets & Coats,Mens,ULTRA LIGHT JACKET (PATTERN) 437161,https://www.uniqlo.com.hk/hmall/test/u0000000015578/main/first/561/1.jpg,49900,4,1
2,39.0,Uniqlo,Jackets & Coats,Mens,+J OVERSIZED HOODED LONG COAT 440367,https://www.uniqlo.com.hk/hmall/test/u0000000016045/main/first/561/1.jpg,89900,4,1
2,19.0,Uniqlo,Jackets & Coats,Mens,+J OVERSIZED BLOUSON 439931,https://www.uniqlo.com.hk/hmall/test/u0000000015990/main/first/561/1.jpg,79900,4,1
2,183.0,Uniqlo,Polos,Mens,AIRism PIQUE POLO SHIRT 436181,https://www.uniqlo.com.hk/hmall/test/u0000000015517/main/first/561/1.jpg,14900,4,1
2,207.0,Uniqlo,Shirts,Mens,SOFT TOUCH CREW NECK LONG SLEEVE T-SHIRT 419496,https://www.uniqlo.com.hk/hmall/test/u0000000011841/main/first/561/1.jpg,7900,4,1
2,65.0,Uniqlo,Shorts,Mens,LIGHT COTTON EASY SHORTS 434969,https://www.uniqlo.com.hk/hmall/test/u0000000015274/main/first/561/1.jpg,7900,4,1
2,100.0,Uniqlo,Trousers,Mens,JOGGER PANTS (INSEAM 64CM) 437482,https://www.uniqlo.com.hk/hmall/test/u0000000015579/main/first/561/1.jpg,14900,4,1
2,158.0,Uniqlo,T-Shirts,Mens,DRY RIBBED COLOR TANK TOP 433027,https://www.uniqlo.com.hk/hmall/test/u0000000015798/main/first/561/1.jpg,4900,4,1
2,,Ralph_Lauren,Jumpers,Mens,Herringbone Cashmere Cardigan,"https://uxawscdn.baozun.com/aws/96001096/20210416/9978A1DB773F5788F64BFF172A53336B.png?x-oss-process=image/resize,m_fill,h_492,w_392",13500,4,1
2,,Ralph_Lauren,Polos,Mens,Classic Fit Mesh Letterman Polo Shirt,"https://uxawscdn.baozun.com/aws/96001096/20201120/7EADE7B6763CD25D6ECAD6A86A7ADE1D.png?x-oss-process=image/resize,m_fill,h_492,w_392",1990,4,1
2,,Ralph_Lauren,Shirts,Mens,End-on-End Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210310/66BADCBE984CBBBE3250B5976FC28328.png?x-oss-process=image/resize,m_fill,h_492,w_392",3900,4,1
2,,Ralph_Lauren,Shorts,Mens,5.75-Inch Traveler Classic Swim Trunk,"https://uxawscdn.baozun.com/aws/96001096/20210126/2D915525A176F6EFD20A64310F43461C.png?x-oss-process=image/resize,m_fill,h_492,w_392",590,4,1
2,,Ralph_Lauren,Trousers,Mens,Double-Knit Jogger Pant,"https://uxawscdn.baozun.com/aws/96001096/20201027/50D88671ACF93BAA8C3186989E68DE01_1.png?x-oss-process=image/resize,m_pad,h_492,w_392",1190,4,1
2,,Ralph_Lauren,T-Shirts,Mens,Classic Fit Pony Jersey Unisex T-Shirt,"https://uxawscdn.baozun.com/aws/96001096/20210302/9A7D022AB5A9550C4F2AD63D121CE1FB.png?x-oss-process=image/resize,m_fill,h_492,w_392",790,4,1
3,22.0,CalvinKleinWomen,Blouses,Womens,soft jersey top ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw2c9aca54/images/hi-res/W76059108C-PIN/W76059108C-PIN-ITEM-1.jpg?sw=730,340,15,6
3,32.0,CalvinKleinWomen,Blouses,Womens,wide scarf collar top ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw5de77f66/images/hi-res/W44337UT215-102/W44337UT215-102-ITEM-1.jpg?sw=730,,15,6
3,29.0,CalvinKleinWomen,Blouses,Womens,indigo tencel blouse ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw22ad9ba0/images/hi-res/J212636-0G9/J212636-0G9-ITEM-1.jpg?sw=730,,15,6
3,25.0,CalvinKleinWomen,Dresses,Womens,reflection hooded sweatshirt dress ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw8c90509f/images/hi-res/J216147-BEH/J216147-BEH-ITEM-1.jpg?sw=730,,15,6
3,8.0,CalvinKleinWomen,Jackets & Coats,Womens,woven hooded jacket ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwfbf9b396/images/hi-res/J214686-YAF/J214686-YAF-ITEM-1.jpg?sw=730,,15,6
3,9.0,CalvinKleinWomen,Jackets & Coats,Womens,ripped foundation trucker jacket ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw3ca850ef/images/hi-res/J215054-1AA/J215054-1AA-ITEM-1.jpg?sw=730,995,15,6
3,30.0,CalvinKleinWomen,Jackets & Coats,Womens,relaxed plaid shirt jacket ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwbcef0e14/images/hi-res/J214703-XME/J214703-XME-ITEM-1.jpg?sw=730,,15,6
3,27.0,CalvinKleinWomen,Skirts,Womens,melange felt skirt ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw0d9df149/images/hi-res/W31908W143-LIL/W31908W143-LIL-ITEM-1.jpg?sw=730,,15,6
3,15.0,CalvinKleinWomen,Trousers,Womens,logo trim joggers ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw23aacf28/images/hi-res/J215458-BEH/J215458-BEH-ITEM-1.jpg?sw=730,990,15,6
3,4.0,CalvinKleinWomen,Trousers,Womens,organic cotton stretch mid rise bike short ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dw8a67bf1a/images/hi-res/40153WA-001/40153WA-001-ITEM-1.jpg?sw=730,590,15,6
3,7.0,CalvinKleinWomen,Trousers,Womens,summer shorts ,https://images.demandware.net/dw/image/v2/ABAD_PRD/on/demandware.static/-/Sites-calvinklein-hk-master/default/dwe35e2d6b/images/hi-res/J216149-YAF/J216149-YAF-ITEM-1.jpg?sw=730,990,15,6
3,21.0,Max&Co,Blouses,Womens,Poplin and jersey top,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/6941951003/001/s3master/6941951003001-z-davanti-body-top_thumbnail.jpg#thumbnail,,15,6
3,11.0,Max&Co,Blouses,Womens,Two-tone voile top,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/9161301603/002/s3master/9161301603002-z-robert-top-canottiera-in-tes._thumbnail.jpg#thumbnail,,15,6
3,15.0,Max&Co,Blouses,Womens,Poplin blouse with bow back,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/6161031003/001/s3master/6161031003001-z-polo-top-canottiera-in-tes._thumbnail.jpg#thumbnail,,15,6
3,6.0,Max&Co,Dresses,Womens,Techno-jersey shirt dress,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/7621921003/001/s3master/7621921003001-z-cronista-abito-in-jersey_thumbnail.jpg#thumbnail,,15,6
3,17.0,Max&Co,Dresses,Womens,Techno-taffeta midi dress,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/9221301603/001/s3master/9221301603001-z-toscana-abito_thumbnail.jpg#thumbnail,,15,6
3,21.0,Max&Co,Jackets & Coats,Womens,Runaway wrap coat in wool,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/6011011003/002/s3master/6011011003002-z-runaway1-mantello-mantella_thumbnail.jpg#thumbnail,,15,6
3,16.0,Max&Co,Jackets & Coats,Womens,Techno-cotton trench coat,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/4021501003/003/s3master/4021501003003-z-milo-impermeabile_thumbnail.jpg#thumbnail,,15,6
3,5.0,Max&Co,Jackets & Coats,Womens,Shortrun pea coat,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/6081501003/004/s3master/6081501003004-z-srun--giaccone_thumbnail.jpg#thumbnail,,15,6
3,7.0,Max&Co,Jackets & Coats,Womens,Shortrun pea coat in drap,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/4081991003/004/s3master/4081991003004-z-shortrun-giaccone_thumbnail.jpg#thumbnail,,15,6
3,8.0,Max&Co,Skirts,Womens,Skirt with asymmetric folds,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/6101071003/007/s3master/6101071003007-z-acquisto-gonna_thumbnail.jpg#thumbnail,,15,6
3,20.0,Max&Co,Skirts,Womens,Slim pencil skirt,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/4101991003/004/s3master/4101991003004-z-managua-gonna_thumbnail.jpg#thumbnail,,15,6
3,13.0,Max&Co,Skirts,Womens,Ottoman midi skirt,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/9101051603/004/s3master/9101051603004-z-freddura-gonna_thumbnail.jpg#thumbnail,,15,6
3,25.0,Max&Co,Trousers,Womens,Slim gabardine cropped trousers,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/6131131003/001/s3master/6131131003001-z-bach-pantalone-lungo_thumbnail.jpg#thumbnail,,15,6
3,7.0,Max&Co,Trousers,Womens,Slim cotton satin trousers,https://b2c-media.maxandco.com/sys-master/m0/MC/2021/1/7131161003/001/s3master/7131161003001-z-nabucco-pantalone-lungo_thumbnail.jpg#thumbnail,,15,6
3,18.0,MaxMara,Dresses,Womens,Cotton poplin dress,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/6221031106/020/s3details/6221031106020-x-albano_thumbnail.jpg#thumbnail-x,,15,6
3,14.0,MaxMara,Dresses,Womens,Cotton faille jumpsuit,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/5241011106/001/s3details/5241011106001-x-eger_thumbnail.jpg#thumbnail-x,,15,6
3,22.0,MaxMara,Dresses,Womens,Cotton sateen dress,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/5221091106/001/s3details/5221091106001-x-eliseo_thumbnail.jpg#thumbnail-x,,15,6
3,22.0,MaxMara,Skirts,Womens,Cotton gabardine skirt,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/6101011106/001/s3details/6101011106001-x-tolone_thumbnail.jpg#thumbnail-x,,15,6
3,3.0,MaxMara,Skirts,Womens,Cotton gabardine skirt,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/9101011106/025/s3details/9101011106025-x-ardenza_thumbnail.jpg#thumbnail-x,,15,6
3,20.0,MaxMara,Skirts,Womens,Satin skirt,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/3101011606/055/s3details/3101011606055-x-alessio_thumbnail.jpg#thumbnail-x,,15,6
3,18.0,MaxMara,Skirts,Womens,Silk cady skirt,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/2101061706/006/s3details/2101061706006-x-bologna_thumbnail.jpg#thumbnail-x,,15,6
3,17.0,MaxMara,Skirts,Womens,Floral-print pencil skirt,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/2101041706/001/s3details/2101041706001-x-tamaro_thumbnail.jpg#thumbnail-x,,15,6
3,15.0,MaxMara,Trousers,Womens,Linen and cotton basketweave trousers,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/9131031206/027/s3details/9131031206027-x-francia_thumbnail.jpg#thumbnail-x,,15,6
3,31.0,MaxMara,Trousers,Womens,Cotton basketweave trousers,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/9131171206/001/s3details/9131171206001-x-brian_thumbnail.jpg#thumbnail-x,,15,6
3,34.0,MaxMara,Trousers,Womens,Cady trousers,https://b2c-media.maxmara.com/sys-master/m0/MM/2021/1/1131011706/003/s3details/1131011706003-x-stella_thumbnail.jpg#thumbnail-x,,15,6
3,972.0,Saint Laurent,Dresses,Womens,tiered mini dress in silk satin and feathers,https://saint-laurent.dam.kering.com/m/5858ba06d75fc230/Thumbnail-662360Y070N1000_A.jpg?v=1,36000,15,6
3,814.0,Saint Laurent,Jackets & Coats,Womens,single-breasted tube jacket in black gabardine,https://saint-laurent.dam.kering.com/m/356299c20ab4f2ef/Thumbnail-517740Y404W1000_A.jpg?v=3,18900,15,6
3,869.0,Saint Laurent,Trousers,Womens,rider short in ribbed knit,https://saint-laurent.dam.kering.com/m/4fa8942a8a1cabda/Thumbnail-660275Y75BD7740_A.jpg?v=6,4990,15,6
3,847.0,Saint Laurent,Trousers,Womens,pleated pants in grain de poudre saint laurent,https://saint-laurent.dam.kering.com/m/4c3763c49a3efed2/Thumbnail-634975Y512W1000_A.jpg?v=3,9800,15,6
3,,Ralph_Lauren,Dresses,Womens,Linen Eyelet Belted Dress,"https://uxawscdn.baozun.com/aws/96001096/20210326/7F68E61FDB6BDF34510B898F85B53964.png?x-oss-process=image/resize,m_fill,h_492,w_392",3990,15,6
3,,Ralph_Lauren,Dresses,Womens,Jaela Floral Jersey Day Dress,"https://uxawscdn.baozun.com/aws/96001096/20210302/4347350B0B14336F4C61B8446D2B41C1.png?x-oss-process=image/resize,m_fill,h_492,w_392",14500,15,6
