User_ID,ID,Brand,Category,Category Raw,Gender,Name,Image Location,Price,Customer_Cluster,Shop_Cluster
2,423,Adidas,T-Shirts,Mens T-Shirts,Mens,  Trefoil Graphic Pack Short Sleeve Tee,Adidas/Mens T-Shirts/Adidas 24 TREFOIL GRAPHIC PACK SHORT SLEEVE TEE.jpg,,20,7
2,1479,Calvin Klein Men,Jeans,Mens Jeans,Mens,  Ckj  Infinite Flex Body Skinny Jeans With Logo Tape ,CalvinKleinMen/Mens Jeans/CalvinKleinMen 34 ckj 017 infinite flex body skinny jeans with logo tape .png,,20,7
2,1456,Calvin Klein Men,Jeans,Mens Jeans,Mens,  Ckj  Slim Jeans ,CalvinKleinMen/Mens Jeans/CalvinKleinMen 13 ckj 026 slim jeans .png,,20,7
2,1392,Calvin Klein Men,Jumpers,Mens Hoodies,Mens,  Organic Cotton Skater Print Hoodie ,CalvinKleinMen/Mens Hoodies/CalvinKleinMen 20 organic cotton skater print hoodie .png,,20,7
2,1413,Calvin Klein Men,Jumpers,Mens Hoodies,Mens,  Organic Cotton Hidden Pocket Hoodie ,CalvinKleinMen/Mens Hoodies/CalvinKleinMen 6 organic cotton hidden pocket hoodie .png,,20,7
2,1576,Calvin Klein Men,T-Shirts,Mens T-Shirts,Mens,  Degrade Logo Tee ,CalvinKleinMen/Mens T-Shirts/CalvinKleinMen 7 degrade logo tee .png,,20,7
2,1574,Calvin Klein Men,T-Shirts,Mens T-Shirts,Mens,  Spray Logo Slim Tee ,CalvinKleinMen/Mens T-Shirts/CalvinKleinMen 5 spray logo slim tee .png,,20,7
2,1539,Calvin Klein Men,T-Shirts,Mens T-Shirts,Mens,  Organic Cotton Heavyweight T-Shirt ,CalvinKleinMen/Mens T-Shirts/CalvinKleinMen 1 organic cotton heavyweight t-shirt .png,,20,7
2,1618,Calvin Klein Performance,Jumpers,Mens Hoodies,Mens,  Digital Motion Graphic Zip Up Hoodie ,CalvinKleinPerformance/Mens Hoodies/CalvinKleinPerformance 6 digital motion graphic zip up hoodie .png,,20,7
2,1642,Calvin Klein Performance,Shorts,Mens Shorts,Mens,  Active Icon French Terry Shorts ,CalvinKleinPerformance/Mens Shorts/CalvinKleinPerformance 10 active icon french terry shorts .png,,20,7
2,1656,Calvin Klein Performance,T-Shirts,Mens T-Shirts,Mens,  Color Block Polo Shirt ,CalvinKleinPerformance/Mens T-Shirts/CalvinKleinPerformance 15 color block polo shirt .png,,20,7
2,1681,Calvin Klein Performance,T-Shirts,Mens T-Shirts,Mens,  Summer Active Color Block Polo Shirt ,CalvinKleinPerformance/Mens T-Shirts/CalvinKleinPerformance 9 summer active color block polo shirt .png,,20,7
2,1675,Calvin Klein Performance,T-Shirts,Mens T-Shirts,Mens,  Digital Motion Tee ,CalvinKleinPerformance/Mens T-Shirts/CalvinKleinPerformance 32 digital motion tee .png,,20,7
2,3867,Muji,Jumpers,Mens Knitwear,Mens,  Men_S Organic Cotton Uneven Yarn Crew Neck Sweater,Muji/Mens Knitwear/Muji 4 Men_s Organic Cotton Uneven Yarn Crew Neck Sweater.jpg,,20,7
2,3865,Muji,Jumpers,Mens Knitwear,Mens,  Men_S Texture Weave Crew Neck Sweater,Muji/Mens Knitwear/Muji 2 Men_s Texture Weave Crew Neck Sweater.jpg,,20,7
2,4030,Nike,Jumpers,Mens Hoodies _ Pullovers,Mens,  Washed Men_S Fleece Crew Sweatshirt,Nike/Mens Hoodies _ Pullovers/Nike 30 Washed Men_s Fleece Crew Sweatshirt.png,,20,7
2,4045,Nike,Jumpers,Mens Hoodies _ Pullovers,Mens,  Men_S Crew,Nike/Mens Hoodies _ Pullovers/Nike 8 Men_s Crew.png,,20,7
2,4025,Nike,Jumpers,Mens Hoodies _ Pullovers,Mens,  Men’S Full-Zip Fleece Hoodie,Nike/Mens Hoodies _ Pullovers/Nike 26 Men’s Full-Zip Fleece Hoodie.png,,20,7
2,4147,Nike,Shorts,Mens Shorts,Mens,  Men_S Unlined Running Shorts,Nike/Mens Shorts/Nike 31 Men_s Unlined Running Shorts.png,,20,7
2,4126,Nike,Shorts,Mens Shorts,Mens,  Men_S Unlined Running Shorts,Nike/Mens Shorts/Nike 12 Men_s Unlined Running Shorts.png,,20,7
2,4128,Nike,Shorts,Mens Shorts,Mens,  Diamond Men_S Shorts,Nike/Mens Shorts/Nike 14 Diamond Men_s Shorts.png,,20,7
2,4156,Nike,Shorts,Mens Shorts,Mens,  Men_S Knit Soccer Shorts,Nike/Mens Shorts/Nike 5 Men_s Knit Soccer Shorts.png,,20,7
2,4165,Nike,T-Shirts,Mens Tops _ T-shirts,Mens,  Walliwaw Men_S Woven Top,Nike/Mens Tops _ T-shirts/Nike 13 Walliwaw Men_s Woven Top.png,,20,7
2,4189,Nike,T-Shirts,Mens Tops _ T-shirts,Mens,  Men_S Short-Sleeve Polo,Nike/Mens Tops _ T-shirts/Nike 35 Men_s Short-Sleeve Polo.png,,20,7
2,4199,Nike,T-Shirts,Mens Tops _ T-shirts,Mens,  Men_S Tank,Nike/Mens Tops _ T-shirts/Nike 8 Men_s Tank.png,,20,7
2,4178,Nike,T-Shirts,Mens Tops _ T-shirts,Mens,  Men_S Basketball T-Shirt,Nike/Mens Tops _ T-shirts/Nike 25 Men_s Basketball T-Shirt.png,,20,7
2,4183,Nike,T-Shirts,Mens Tops _ T-shirts,Mens,  Men_S T-Shirt,Nike/Mens Tops _ T-shirts/Nike 3 Men_s T-Shirt.png,,20,7
2,4181,Nike,T-Shirts,Mens Tops _ T-shirts,Mens,  Men_S Basketball T-Shirt,Nike/Mens Tops _ T-shirts/Nike 28 Men_s Basketball T-Shirt.png,,20,7
2,6173,Uniqlo,Jeans,Mens Jeans,Mens,  Ezy Jeans (Inseam -Cm) ,Uniqlo/Mens Jeans/Uniqlo 84 EZY JEANS (INSEAM 76-79CM) 428685.jpg,,20,7
2,6218,Uniqlo,Polos,Mens Polo-shirt,Mens,  Dry-Ex Short Sleeve Polo Shirt ,Uniqlo/Mens Polo-shirt/Uniqlo 193 DRY-EX SHORT SLEEVE POLO SHIRT 422962.jpg,,20,7
2,6212,Uniqlo,Polos,Mens Polo-shirt,Mens,  Airism Jersey Short Sleeve Polo Shirt ,Uniqlo/Mens Polo-shirt/Uniqlo 187 AIRism JERSEY SHORT SLEEVE POLO SHIRT 425770.jpg,,20,7
2,6230,Uniqlo,Shorts,Mens Shorts,Mens,  Nylon Utility Geared Shorts (Inseam .-Cm) ,Uniqlo/Mens Shorts/Uniqlo 45 NYLON UTILITY GEARED SHORTS (INSEAM 18.5-22CM) 434856.jpg,,20,7
2,6227,Uniqlo,Shorts,Mens Shorts,Mens,  Chino Shorts (Inseam -.Cm) ,Uniqlo/Mens Shorts/Uniqlo 42 CHINO SHORTS (INSEAM 24-27.5CM) 434849.jpg,,20,7
2,6197,Uniqlo,T-Shirts,Mens Longsleeves_T-shirt,Mens,  Airism Uv Cut Crew Neck Long Sleeve T-Shirt ,Uniqlo/Mens Longsleeves_T-shirt/Uniqlo 214 AIRism UV CUT CREW NECK LONG SLEEVE T-SHIRT 433839.jpg,,20,7
2,6114,Uniqlo,T-Shirts,Mens Casual-shirts,Mens,  Extra Fine Cotton Broadcloth Long Sleeve Shirt (Button Down Collar) ,Uniqlo/Mens Casual-shirts/Uniqlo 243 EXTRA FINE COTTON BROADCLOTH LONG SLEEVE SHIRT (BUTTON DOWN COLLAR) 425056.jpg,,20,7
3,1542,Calvin Klein Men,T-Shirts,Mens T-Shirts,Mens,  Monogram Organic Cotton Tee ,CalvinKleinMen/Mens T-Shirts/CalvinKleinMen 12 monogram organic cotton tee .png,,2,3
3,1577,Calvin Klein Men,T-Shirts,Mens T-Shirts,Mens,  Organic Cotton Triangle Monogram Tee ,CalvinKleinMen/Mens T-Shirts/CalvinKleinMen 8 organic cotton triangle monogram tee .png,,2,3
3,6259,Uniqlo,T-Shirts,Mens T-shirts_tanktops,Mens,  Waffle Henley Neck Short Sleeve T-Shirt ,Uniqlo/Mens T-shirts_tanktops/Uniqlo 153 WAFFLE HENLEY NECK SHORT SLEEVE T-SHIRT 433033.jpg,,2,3
4,766,Adidas,Jumpers,Womens Sweatshirts _ Hoodies,Womens,  Pharrell Williams Basics Hoodie (Gender Neutral),Adidas/Womens Sweatshirts _ Hoodies/Adidas 11 PHARRELL WILLIAMS BASICS HOODIE (GENDER NEUTRAL).jpg,,21,8
4,820,Adidas,Jumpers,Womens Sweatshirts _ Hoodies,Womens,  Adicolor Essentials Sweatshirt,Adidas/Womens Sweatshirts _ Hoodies/Adidas 60 ADICOLOR ESSENTIALS SWEATSHIRT.jpg,,21,8
4,774,Adidas,Jumpers,Womens Sweatshirts _ Hoodies,Womens,  Swarovski Pullover Sweater,Adidas/Womens Sweatshirts _ Hoodies/Adidas 19 SWAROVSKI PULLOVER SWEATER.jpg,,21,8
4,713,Adidas,Shorts,Womens Shorts,Womens,  M Egle Women In Power Shorts,Adidas/Womens Shorts/Adidas 14 M20 EGLE WOMEN IN POWER SHORTS.jpg,,21,8
4,718,Adidas,Shorts,Womens Shorts,Womens,  Pharrell Williams Basics Shorts (Gender Neutral),Adidas/Womens Shorts/Adidas 19 PHARRELL WILLIAMS BASICS SHORTS (GENDER NEUTRAL).jpg,,21,8
4,751,Adidas,Skirts,Womens Skirts,Womens,  Dwr Skort,Adidas/Womens Skirts/Adidas 14 DWR SKORT.jpg,,21,8
4,748,Adidas,Skirts,Womens Skirts,Womens,  Hyke Wrap Skirt,Adidas/Womens Skirts/Adidas 11 HYKE WRAP SKIRT.jpg,,21,8
4,747,Adidas,Skirts,Womens Skirts,Womens,  Hyke Wrap Skirt,Adidas/Womens Skirts/Adidas 10 HYKE WRAP SKIRT.jpg,,21,8
4,753,Adidas,Skirts,Womens Skirts,Womens,  Adicross Debossed Skort,Adidas/Womens Skirts/Adidas 16 ADICROSS DEBOSSED SKORT.jpg,,21,8
4,849,Adidas,T-Shirts,Womens T-Shirts,Womens,  Boxy Tee,Adidas/Womens T-Shirts/Adidas 110 BOXY TEE.jpg,,21,8
4,1711,Calvin Klein Performance,Jackets & Coats,Womens Jackets,Womens,  Sheer Lace Zip Up Jacket ,CalvinKleinPerformance/Womens Jackets/CalvinKleinPerformance 13 sheer lace zip up jacket .png,,21,8
4,1694,Calvin Klein Performance,Jumpers,Womens Hoodies,Womens,  Digital Motion Color Block Relaxed Fit Hoodie ,CalvinKleinPerformance/Womens Hoodies/CalvinKleinPerformance 14 digital motion color block relaxed fit hoodie .png,,21,8
4,1739,Calvin Klein Performance,Skirts,Womens Skirts,Womens,  Active Icon Overlap Flare Skirt ,CalvinKleinPerformance/Womens Skirts/CalvinKleinPerformance 1 active icon overlap flare skirt .png,,21,8
4,1755,Calvin Klein Performance,T-Shirts,Womens T-Shirts,Womens,  Active Icon Cropped Wrap-Over Hem Tee ,CalvinKleinPerformance/Womens T-Shirts/CalvinKleinPerformance 22 active icon cropped wrap-over hem tee .png,,21,8
4,1895,Calvin Klein Women,Jeans,Womens Jeans,Womens,  Mom Jeans With Logo Lace ,CalvinKleinWomen/Womens Jeans/CalvinKleinWomen 9 mom jeans with logo lace .png,,21,8
4,1940,Calvin Klein Women,Jumpers,Womens Sweaters,Womens,  Knit Stripe Sleeve Top ,CalvinKleinWomen/Womens Sweaters/CalvinKleinWomen 14 knit stripe sleeve top .png,,21,8
4,1837,Calvin Klein Women,Jumpers,Womens Hoodies,Womens,  Premium Floral Print Sweatshirt ,CalvinKleinWomen/Womens Hoodies/CalvinKleinWomen 8 premium floral print sweatshirt .png,,21,8
4,1964,Calvin Klein Women,T-Shirts,Womens T-Shirts,Womens,  Monogram Modern Straight Tee ,CalvinKleinWomen/Womens T-Shirts/CalvinKleinWomen 19 monogram modern straight tee .png,,21,8
4,2027,Calvin Klein Women,T-Shirts,Womens Tops,Womens,  Cotton Poplin Bubble Top With Tulle Sleeves ,CalvinKleinWomen/Womens Tops/CalvinKleinWomen 4 cotton poplin bubble top with tulle sleeves .png,,21,8
4,1998,Calvin Klein Women,T-Shirts,Womens Tops,Womens,  Color Block Cropped Wool Pullover ,CalvinKleinWomen/Womens Tops/CalvinKleinWomen 13 color block cropped wool pullover .png,,21,8
4,3937,Muji,Jackets & Coats,Womens Jackets,Womens,  Ladies_ Coarse Organic Cotton Jersey Cardigan,Muji/Womens Jackets/Muji 12 Ladies_ Coarse Organic Cotton Jersey Cardigan.jpg,,21,8
4,4245,Nike,Jackets & Coats,Womens Jackets _ Vests,Womens,  Women_S Double-Zip Jacket,Nike/Womens Jackets _ Vests/Nike 15 Women_s Double-Zip Jacket.png,,21,8
4,4221,Nike,Jumpers,Womens Hoodies _ Pullovers,Womens,  Loose Fit Women_S Striped Crew,Nike/Womens Hoodies _ Pullovers/Nike 19 Loose Fit Women_s Striped Crew.png,,21,8
4,4216,Nike,Jumpers,Womens Hoodies _ Pullovers,Womens,  Women_S Hoodie,Nike/Womens Hoodies _ Pullovers/Nike 14 Women_s Hoodie.png,,21,8
4,4219,Nike,Jumpers,Womens Hoodies _ Pullovers,Womens,  Loose Fit Women_S Striped Crew,Nike/Womens Hoodies _ Pullovers/Nike 17 Loose Fit Women_s Striped Crew.png,,21,8
4,4232,Nike,Jumpers,Womens Hoodies _ Pullovers,Womens,  Women_S Fleece Pullover Hoodie,Nike/Womens Hoodies _ Pullovers/Nike 3 Women_s Fleece Pullover Hoodie.png,,21,8
4,4213,Nike,Jumpers,Womens Hoodies _ Pullovers,Womens,  Women_S Hoodie,Nike/Womens Hoodies _ Pullovers/Nike 11 Women_s Hoodie.png,,21,8
4,4236,Nike,Jumpers,Womens Hoodies _ Pullovers,Womens,  Women_S Pullover Hoodie,Nike/Womens Hoodies _ Pullovers/Nike 7 Women_s Pullover Hoodie.png,,21,8
4,4238,Nike,Jumpers,Womens Hoodies _ Pullovers,Womens,  Women_S Fleece Pullover Hoodie,Nike/Womens Hoodies _ Pullovers/Nike 9 Women_s Fleece Pullover Hoodie.png,,21,8
4,4325,Nike,Shorts,Womens Shorts,Womens,  Tie-Dye Women’S Shorts,Nike/Womens Shorts/Nike 20 Tie-Dye Women’s Shorts.png,,21,8
4,4345,Nike,Skirts,Womens Skirts,Womens,  Insulated Women_S Skirt,Nike/Womens Skirts/Nike 5 Insulated Women_s Skirt.png,,21,8
4,4341,Nike,Skirts,Womens Skirts,Womens,  Women_S Skirt,Nike/Womens Skirts/Nike 15 Women_s Skirt.png,,21,8
4,4343,Nike,Skirts,Womens Skirts,Womens,  Women’S Skirt,Nike/Womens Skirts/Nike 3 Women’s Skirt.png,,21,8
4,4344,Nike,Skirts,Womens Skirts,Womens,  Women_S Woven Skirt,Nike/Womens Skirts/Nike 4 Women_s Woven Skirt.png,,21,8
4,4342,Nike,Skirts,Womens Skirts,Womens,  Women_S Woven Skirt,Nike/Womens Skirts/Nike 16 Women_s Woven Skirt.png,,21,8
4,4346,Nike,Skirts,Womens Skirts,Womens,  Utility Women_S Skirt,Nike/Womens Skirts/Nike 8 Utility Women_s Skirt.png,,21,8
4,4347,Nike,T-Shirts,Womens Tops _ T-shirts,Womens,  Women_S Tank,Nike/Womens Tops _ T-shirts/Nike 1 Women_s Tank.png,,21,8
4,6328,Uniqlo,Jackets & Coats,Womens Casual Outers_jackets,Womens,  Light Blocktech  Coat ,Uniqlo/Womens Casual Outers_jackets/Uniqlo 322 LIGHT BLOCKTECH  COAT 424578.jpg,,21,8
4,6323,Uniqlo,Jackets & Coats,Womens Casual Outers_jackets,Womens,  Pocketable Uv Protection Parka (Pattern) ,Uniqlo/Womens Casual Outers_jackets/Uniqlo 317 POCKETABLE UV PROTECTION PARKA (PATTERN) 437048.jpg,,21,8
4,6361,Uniqlo,Jeans,Womens Jeans,Womens,  U Regular Fit Straight Jeans ,Uniqlo/Womens Jeans/Uniqlo 399 U REGULAR FIT STRAIGHT JEANS 438370.jpg,,21,8
4,6409,Uniqlo,Shorts,Womens Shorts,Womens,  Mid Rise Denim Shorts ,Uniqlo/Womens Shorts/Uniqlo 354 MID RISE DENIM SHORTS 439874.jpg,,21,8
4,6429,Uniqlo,Shorts,Womens Shorts,Womens,  U Jersey Bermuda Shorts (Inseam -) ,Uniqlo/Womens Shorts/Uniqlo 377 U JERSEY BERMUDA SHORTS (INSEAM 20-21) 437058.jpg,,21,8
4,6368,Uniqlo,T-Shirts,Womens Longsleeves_T-shirt,Womens,  Hana Tajima Airism Uv Protection High Neck Long Sleeve T-Shirt ,Uniqlo/Womens Longsleeves_T-shirt/Uniqlo 515 HANA TAJIMA AIRism UV PROTECTION HIGH NECK LONG SLEEVE T-SHIRT 432470.jpg,,21,8
4,6472,Uniqlo,T-Shirts,Womens T-shirt_tanktops,Womens,  Smooth Cotton Round Hem Long Short Sleeve T-Shirt ,Uniqlo/Womens T-shirt_tanktops/Uniqlo 474 SMOOTH COTTON ROUND HEM LONG SHORT SLEEVE T-SHIRT 436154.jpg,,21,8
5,1794,Calvin Klein Women,Dresses,Womens Dresses,Womens,  Oversized Twill Shirt Dress ,CalvinKleinWomen/Womens Dresses/CalvinKleinWomen 31 oversized twill shirt dress .png,,17,6
5,1927,Calvin Klein Women,Skirts,Womens Skirts,Womens,  Pleated Mesh Skirt ,CalvinKleinWomen/Womens Skirts/CalvinKleinWomen 38 pleated mesh skirt .png,,17,6
5,1934,Calvin Klein Women,Skirts,Womens Skirts,Womens,  Washed Linen Viscose Skirt ,CalvinKleinWomen/Womens Skirts/CalvinKleinWomen 9 washed linen viscose skirt .png,,17,6
5,2044,Calvin Klein Women,Trousers,Womens Trousers,Womens,  Bordered Anglaise Wide Leg Pants ,CalvinKleinWomen/Womens Trousers/CalvinKleinWomen 26 bordered anglaise wide leg pants .png,,17,6
5,2047,Calvin Klein Women,Trousers,Womens Trousers,Womens,  Organic Motion Woven Pants ,CalvinKleinWomen/Womens Trousers/CalvinKleinWomen 29 organic motion woven pants .png,,17,6
5,2051,Calvin Klein Women,Trousers,Womens Trousers,Womens,  Logo Tape Woven Pants ,CalvinKleinWomen/Womens Trousers/CalvinKleinWomen 33 logo tape woven pants .png,,17,6
5,2034,Calvin Klein Women,Trousers,Womens Trousers,Womens,  Sustainable Milano Wide Leg Pants ,CalvinKleinWomen/Womens Trousers/CalvinKleinWomen 12 sustainable milano wide leg pants .png,,17,6
5,3682,Max&Co,Dresses,Womens Jumpsuits,Womens,  Denim Jumpsuit,Max_Co/Womens Jumpsuits/Max_Co 13 Denim jumpsuit.jpg,,17,6
5,3681,Max&Co,Dresses,Womens Jumpsuits,Womens,  Tunic Top And Trouser Set,Max_Co/Womens Jumpsuits/Max_Co 12 Tunic top and trouser set.jpg,,17,6
5,3687,Max&Co,Dresses,Womens Jumpsuits,Womens,  Crêpe Jersey Jumpsuit,Max_Co/Womens Jumpsuits/Max_Co 3 Crêpe jersey jumpsuit.jpg,,17,6
5,3599,Max&Co,Dresses,Womens Dresses,Womens,  Sablé Dress,Max_Co/Womens Dresses/Max_Co 12 Sablé dress.jpg,,17,6
5,3690,Max&Co,Dresses,Womens Jumpsuits,Womens,  Satin Jacquard Jumpsuit,Max_Co/Womens Jumpsuits/Max_Co 6 Satin jacquard jumpsuit.jpg,,17,6
5,3693,Max&Co,Dresses,Womens Jumpsuits,Womens,  Satin Jacquard Jumpsuit,Max_Co/Womens Jumpsuits/Max_Co 9 Satin jacquard jumpsuit.jpg,,17,6
5,3714,Max&Co,Shirts,Womens Shirts Blouses _ Tops,Womens,  Pure Silk Shirt,Max_Co/Womens Shirts Blouses _ Tops/Max_Co 28 Pure silk shirt.jpg,,17,6
5,3713,Max&Co,Shirts,Womens Shirts Blouses _ Tops,Womens,  Silk And Jersey Blouse,Max_Co/Womens Shirts Blouses _ Tops/Max_Co 27 Silk and jersey blouse.jpg,,17,6
5,3698,Max&Co,Shirts,Womens Shirts Blouses _ Tops,Womens,  Striped Tank Top With Foulard,Max_Co/Womens Shirts Blouses _ Tops/Max_Co 13 Striped tank top with foulard.jpg,,17,6
